label,message,tokens
ham,"Usf I guess, might as well take 1 car","['usf', 'guess', 'might', 'well', 'take', '1', 'car']"
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,"['urgent', '2nd', 'attempt', 'contact', 'u.', '£900', 'prize', 'yesterday', 'still', 'awaiting', 'collection', 'claim', 'call', '09061702893']"
ham,That seems unnecessarily hostile,"['seems', 'unnecessarily', 'hostile']"
ham,I send the print  outs da.,"['send', 'print', 'outs', 'da']"
ham,K and you're sure I don't have to have consent forms to do it :V,"['k', ""'re"", 'sure', ""n't"", 'consent', 'forms', 'v']"
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,"['thanks', 'vote', 'sing', 'along', 'stars', 'karaoke', 'mobile', 'free', 'link', 'reply', 'sing']"
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,"['norm', 'tomorrow', 'finish', '4.15', 'cos', 'st', 'tests', 'need', 'sort', 'library', 'stuff', 'point', 'tomo', 'got', 'letter', 'today', 'access', 'til', 'end', 'march', 'better', 'get', 'move']"
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ","['im', '..', 'snowboarding', 'trip', 'wondering', 'planning', 'get', 'everyone', 'together', 'befor', 'go', '..', 'meet', 'greet', 'kind', 'affair', 'cheers']"
ham,"K I'll head out in a few mins, see you there","['k', ""'ll"", 'head', 'mins', 'see']"
ham,I accidentally deleted the message. Resend please.,"['accidentally', 'deleted', 'message', 'resend', 'please']"
ham,Yo come over carlos will be here soon,"['yo', 'come', 'carlos', 'soon']"
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,"['nice', 'new', 'shirts', 'thing', 'wear', 'nudist', 'themed', 'mu']"
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,"['hurt', '...', 'tease', '...', 'make', 'cry', '...', 'end', 'life', 'die', 'plz', 'keep', 'one', 'rose', 'grave', 'say', 'stupid', 'miss', 'u', '..', 'nice', 'day', 'bslvyl']"
spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!","['hear', 'new', '``', 'divorce', 'barbie', ""''"", 'comes', 'ken', ""'s"", 'stuff']"
ham,Then why no one talking to me,"['one', 'talking']"
ham,Going to join tomorrow.,"['going', 'join', 'tomorrow']"
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,"['hello', 'hun', 'ru', 'way', 'im', 'good', '2', 'dates', 'guy', 'met', 'walkabout', 'far', 'meet', 'soon', 'hows', 'everyone', 'else']"
ham,Dude sux for snake. He got old and raiden got buff,"['dude', 'sux', 'snake', 'got', 'old', 'raiden', 'got', 'buff']"
ham,Sindu got job in birla soft ..,"['sindu', 'got', 'job', 'birla', 'soft', '..']"
ham,So why didnt you holla?,"['didnt', 'holla']"
ham,Host-based IDPS for linux systems.,"['host-based', 'idps', 'linux', 'systems']"
ham,Please leave this topic..sorry for telling that..,"['please', 'leave', 'topic', '..', 'sorry', 'telling', '..']"
ham,Yes there were many sweets,"['yes', 'many', 'sweets']"
ham,We are both fine. Thanks,"['fine', 'thanks']"
ham,.Please charge my mobile when you get up in morning.,"['.please', 'charge', 'mobile', 'get', 'morning']"
ham,Can you say what happen,"['say', 'happen']"
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon","['time', 'n', 'smile', 'r', 'two', 'crucial', 'things', 'life', 'sometimes', 'time', 'makes', 'us', 'forget', 'smile', 'sometimes', 'someone', ""'s"", 'smile', 'makes', 'us', 'forget', 'time', 'gud', 'noon']"
ham,Spoons it is then okay?,"['spoons', 'okay']"
ham,Bugis oso near wat... ,"['bugis', 'oso', 'near', 'wat', '...']"
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,"[""n't"", 'make', 'life', 'stressfull', '..', 'always', 'find', 'time', 'laugh', '..', 'may', 'add', 'years', 'life', 'surely', 'adds', 'life', 'ur', 'years', 'gud', 'ni8', '..', 'swt', 'dreams', '..']"
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,"['nothing', 'lor', '...', 'bit', 'bored', '...', 'dun', 'u', 'go', 'home', 'early', '2', 'sleep', 'today', '...']"
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,"['well', ""'s"", 'lot', 'things', 'happening', 'lindsay', 'new', 'years', 'sighs', 'bars', 'ptbo', 'blue', 'heron', 'something', 'going']"
ham,did u get that message,"['u', 'get', 'message']"
ham,Happy birthday... May all ur dreams come true...,"['happy', 'birthday', '...', 'may', 'ur', 'dreams', 'come', 'true', '...']"
ham,"Ya tel, wats ur problem..","['ya', 'tel', 'wats', 'ur', 'problem', '..']"
ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon ""","['…', 'r', 'stayin', 'extra', 'week', 'back', 'next', 'wed.', 'rugby', 'weekend', 'hi', 'c', 'u', 'soon', '``']"
ham,Thinkin about someone is all good. No drugs for that,"['thinkin', 'someone', 'good', 'drugs']"
ham,"Didn't try, g and I decided not to head out","[""n't"", 'try', 'g', 'decided', 'head']"
ham,What Today-sunday..sunday is holiday..so no work..,"['today-sunday', '..', 'sunday', 'holiday', '..', 'work', '..']"
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,"['luv', 'u', 'soo', 'much', 'u', 'don\x92t', 'understand', 'special', 'u', 'r', '2', 'ring', 'u', '2morrow', 'luv', 'u', 'xxx']"
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,"['current', 'leading', 'bid', '151.', 'pause', 'auction', 'send', 'customer', 'care', '08718726270']"
ham,Ü dun wan to watch infernal affair?,"['ü', 'dun', 'wan', 'watch', 'infernal', 'affair']"
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.","['well', ""'m"", 'gon', 'na', 'finish', 'bath', 'good', '...', 'fine', 'night']"
ham,Dont kick coco when he's down,"['dont', 'kick', 'coco', ""'s""]"
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,"[""'m"", 'diet', 'ate', '1', 'many', 'slices', 'pizza', 'yesterday', 'ugh', ""'m"", 'always', 'diet']"
ham,Fine. Do you remember me.,"['fine', 'remember']"
ham,No calls..messages..missed calls,"['calls', '..', 'messages', '..', 'missed', 'calls']"
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us","['sent', 'jd', 'customer', 'service', 'cum', 'accounts', 'executive', 'ur', 'mail', 'id', 'details', 'contact', 'us']"
ham,Ryder unsold.now gibbs.,"['ryder', 'unsold.now', 'gibbs']"
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,"['mean', 'come', 'chase', 'stated', 'watch', 'many', 'movies', 'want']"
ham,"Sorry, I'll call later","['sorry', ""'ll"", 'call', 'later']"
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,"['bought', 'test', 'yesterday', 'something', 'lets', 'know', 'exact', 'day', 'u', 'ovulate.when', 'get', '2u', '2', '3wks', 'pls', 'pls', 'dont', 'fret', 'know', 'u', 'r', 'worried', 'pls', 'relax', 'also', 'anything', 'ur', 'past', 'history', 'u', 'need', 'tell']"
ham,Ok enjoy . R u there in home.,"['ok', 'enjoy', 'r', 'u', 'home']"
ham,"Its good, we'll find a way","['good', ""'ll"", 'find', 'way']"
ham,Today my system sh get ready.all is well and i am also in the deep well,"['today', 'system', 'sh', 'get', 'ready.all', 'well', 'also', 'deep', 'well']"
ham,I'm thinking that chennai forgot to come for auction..,"[""'m"", 'thinking', 'chennai', 'forgot', 'come', 'auction', '..']"
ham,"Not much, just some textin'. How bout you?","['much', 'textin', 'bout']"
ham,Ok. I asked for money how far,"['ok.', 'asked', 'money', 'far']"
ham,Yavnt tried yet and never played original either,"['yavnt', 'tried', 'yet', 'never', 'played', 'original', 'either']"
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,"['todays', 'vodafone', 'numbers', 'ending', '4882', 'selected', 'receive', '£350', 'award', 'number', 'matches', 'call', '09064019014', 'receive', '£350', 'award']"
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,"['havent', 'mus', 'ask', 'u', '1st', 'wat', 'meet', '4', 'lunch', 'den', 'u', 'n', 'meet', 'already', 'lor', 'u', 'wan', '2', 'go', 'ask', 'da', 'ge', '1st', 'confirm', 'w', 'asap']"
ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your","['symptoms', 'u', 'love', '``', '1.u', 'like', 'listening', 'songs', '2.u', 'get', 'stopped', 'u', 'see', 'name', 'beloved', '3.u', 'wo', ""n't"", 'get', 'angry']"
ham,Mm i had my food da from out,"['mm', 'food', 'da']"
ham,What???? Hello wats talks email address?,"['hello', 'wats', 'talks', 'email', 'address']"
ham,", ow u dey.i paid 60,400thousad.i told  u would call . ","['ow', 'u', 'dey.i', 'paid', '60,400thousad.i', 'told', 'u', 'would', 'call']"
ham,Hope you are feeling great. Pls fill me in. Abiola,"['hope', 'feeling', 'great', 'pls', 'fill', 'abiola']"
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,"['got', 'call', 'landline', 'number', 'asked', 'come', 'anna', 'nagar', 'go', 'afternoon']"
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,"['lt', 'decimal', 'gt', 'common', 'car', 'better', 'buy', 'china', 'asia', 'find', 'less', 'expensive', 'i.ll', 'holla']"
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop","['sunshine', 'hols', 'claim', 'ur', 'med', 'holiday', 'send', 'stamped', 'self', 'address', 'envelope', 'drinks', 'us', 'uk', 'po', 'box', '113', 'bray', 'wicklow', 'eire', 'quiz', 'starts', 'saturday', 'unsub', 'stop']"
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,"['stop', 'old', 'man', 'get', 'build', 'snowman', 'snow', 'angels', 'snowball', 'fights']"
ham,U know we watchin at lido?,"['u', 'know', 'watchin', 'lido']"
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,"['ok', 'darlin', 'supose', 'ok', 'worry', 'much.i', 'film', 'stuff', 'mate', 'babysit', 'call', 'there.xx']"
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,"['urgent', 'mobile', 'number', 'awarded', '£2000', 'prize', 'guaranteed', 'call', '09061790121', 'land', 'line', 'claim', '3030.', 'valid', '12hrs', '150ppm']"
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,"['summers', 'finally', 'fancy', 'chat', 'flirt', 'sexy', 'singles', 'yr', 'area', 'get', 'matched', 'reply', 'summer', 'free', '2', 'join', 'optout', 'txt', 'stop', 'help08714742804']"
ham,Also hi wesley how've you been,"['also', 'hi', 'wesley', ""'ve""]"
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,"['mark', 'works', 'tomorrow', 'gets', '5.', 'work', 'house', 'meet', 'u', 'afterwards']"
ham,Mmm so yummy babe ... Nice jolt to the suzy,"['mmm', 'yummy', 'babe', '...', 'nice', 'jolt', 'suzy']"
ham,"Maybe westshore or hyde park village, the place near my house?","['maybe', 'westshore', 'hyde', 'park', 'village', 'place', 'near', 'house']"
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,"[""'s"", 'said', ""'s"", 'bad', 'dat', 'e', 'gals', 'know', 'u', '...', 'wat', 'u']"
ham,I see a cup of coffee animation,"['see', 'cup', 'coffee', 'animation']"
ham,Are you ok. What happen to behave like this,"['ok.', 'happen', 'behave', 'like']"
ham,S....s...india going to draw the series after many years in south african soil..,"['....', '...', 'india', 'going', 'draw', 'series', 'many', 'years', 'south', 'african', 'soil', '..']"
ham,Hi. Hope you had a good day. Have a better night.,"['hi', 'hope', 'good', 'day', 'better', 'night']"
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,"['sucks', 'got', 'planned', 'yo', 'valentine', 'yo', 'valentine', ""n't""]"
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","['urgent', '4', 'costa', 'del', 'sol', 'holiday', '£5000', 'await', 'collection', 'call', '09050090044', 'toclaim', 'sae', 'tc', 'pobox334', 'stockport', 'sk38xh', 'cost£1.50/pm', 'max10mins']"
ham,U guys never invite me anywhere :(,"['u', 'guys', 'never', 'invite', 'anywhere']"
ham,I'm working technical support :)voice process.,"[""'m"", 'working', 'technical', 'support', 'voice', 'process']"
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","['spjanuary', 'male', 'sale', 'hot', 'gay', 'chat', 'cheaper', 'call', '08709222922.', 'national', 'rate', '1.5p/min', 'cheap', '7.8p/min', 'peak', 'stop', 'texts', 'call', '08712460324', '10p/min']"
ham,"Yes, princess. Are you going to make me moan?","['yes', 'princess', 'going', 'make', 'moan']"
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,"['good', 'afternoon', 'boytoy', 'goes', 'walking', 'day', 'get', 'police', 'abstract', 'still', 'wake', 'miss', 'babe']"
ham,Well i know Z will take care of me. So no worries.,"['well', 'know', 'z', 'take', 'care', 'worries']"
ham,I dunno lei... Like dun haf...,"['dunno', 'lei', '...', 'like', 'dun', 'haf', '...']"
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),"[""'m"", 'bruce', 'amp', 'fowler', ""'m"", 'mom', ""'s"", 'car', 'ca', ""n't"", 'park', 'long', 'story']"
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,"['hiya', 'stu', 'wot', 'u', '2.im', 'much', 'truble', 'home', 'moment', 'evone', 'hates', 'even', 'u', 'wot', 'hell', 'av', 'done', 'wont', 'u', 'tell', 'text', 'bck', 'please', 'luv', 'dan']"
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.","['lookatme', 'thanks', 'purchase', 'video', 'clip', 'lookatme', ""'ve"", 'charged', '35p', 'think', 'better', 'send', 'video', 'mmsto', '32323']"
ham,Chk in ur belovd ms dict,"['chk', 'ur', 'belovd', 'ms', 'dict']"
ham,Then she dun believe wat?,"['dun', 'believe', 'wat']"
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+","['england', 'v', 'macedonia', 'dont', 'miss', 'goals/team', 'news', 'txt', 'ur', 'national', 'team', '87077', 'eg', 'england', '87077', 'try', 'wales', 'scotland', '4txt/ú1.20', 'poboxox36504w45wq', '16+']"
ham,Nvm it's ok...,"['nvm', ""'s"", 'ok', '...']"
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),"['pay', 'lt', 'decimal', 'gt', 'lakhs']"
ham,Easy ah?sen got selected means its good..,"['easy', 'ah', 'sen', 'got', 'selected', 'means', 'good', '..']"
ham,Aiyah ok wat as long as got improve can already wat...,"['aiyah', 'ok', 'wat', 'long', 'got', 'improve', 'already', 'wat', '...']"
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),"['yes', 'posted', 'couple', 'pics', 'fb', ""'s"", 'still', 'snow', 'outside', ""'m"", 'waking']"
ham,No. Did you multimedia message them or e-mail?,"['multimedia', 'message', 'e-mail']"
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,"['winner', 'valued', 'network', 'customer', 'selected', 'receivea', '£900', 'prize', 'reward', 'claim', 'call', '09061701461.', 'claim', 'code', 'kl341', 'valid', '12', 'hours']"
